16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
16,0,32,33,32,32,32,32,32,32,32,32,32,32,32,32,32,16,32,16
16,32,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,32,16
16,32,32,32,32,32,32,32,32,32,32,32,2,16,32,32,32,33,32,16
16,32,16,16,16,16,16,16,16,16,16,16,16,16,16,16,32,16,32,16
16,32,32,2,16,32,32,32,32,32,32,32,32,32,32,32,32,16,32,16
16,32,16,16,16,16,16,16,16,16,16,32,16,16,16,16,16,16,32,16
16,33,32,32,32,33,32,32,16,32,32,32,32,33,32,32,32,16,32,16
16,32,16,33,32,32,32,32,32,32,32,33,32,32,16,32,2,16,32,16
16,32,16,16,16,16,32,16,16,16,16,16,16,16,16,16,16,16,32,16
16,32,32,32,2,16,32,32,32,32,33,32,32,33,32,32,16,32,1,16
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
