16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
16,0,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,16
16,8,8,8,8,8,8,8,8,32,32,8,8,8,8,8,8,2,8,16
16,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,16
16,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,16
16,32,32,32,32,32,32,32,32,32,32,2,32,32,32,32,32,32,32,16
16,32,32,32,32,32,32,32,2,32,32,32,32,32,32,32,32,32,32,16
16,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,16
16,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,16
16,8,2,8,8,8,8,8,8,32,32,8,8,8,8,8,8,2,32,16
16,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,1,16
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
