16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
16,0,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,16
16,40,41,40,41,40,32,32,32,33,32,32,32,32,32,32,32,32,32,16
16,32,32,32,33,32,32,32,32,32,32,32,32,32,32,32,33,32,32,16
16,40,41,40,41,40,41,32,32,32,32,33,32,32,32,32,32,32,32,16
16,32,32,32,32,32,33,32,32,32,32,32,32,32,33,32,32,32,32,16
16,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,16
16,32,32,32,32,32,32,32,33,32,32,32,32,32,32,32,32,32,32,16
16,32,33,32,32,32,32,32,32,32,32,33,32,32,32,32,32,32,32,16
16,32,32,32,33,32,32,32,32,32,32,32,32,32,32,32,33,32,32,16
16,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,1,16
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
