16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
16,32,32,32,32,32,32,16,32,32,32,16,2,32,32,32,32,32,32,16
16,32,16,16,16,16,32,16,32,16,32,16,16,16,16,16,16,16,32,16
16,32,16,32,32,32,32,16,32,16,32,16,32,32,32,32,32,32,32,16
16,32,16,32,32,32,32,16,32,16,32,16,32,16,16,16,16,16,32,16
16,32,16,32,32,32,32,16,32,16,2,16,32,16,1,32,32,32,32,16
16,32,32,32,32,32,0,16,32,16,32,16,32,16,32,32,32,16,32,16
16,32,16,16,16,16,16,16,32,16,32,16,32,16,32,32,32,16,32,16
16,32,32,32,32,32,32,32,32,16,32,16,32,16,32,32,32,16,32,16
16,32,16,16,16,16,16,16,16,16,32,16,32,16,32,16,16,16,32,16
16,32,32,32,32,32,32,32,2,16,32,32,32,16,32,32,32,32,32,16
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
